"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
27.000,1.64465E-4,612,0.00
27.050,1.64465E-4,612,0.13
27.100,1.64465E-4,612,0.25
27.150,1.65100E-4,613,0.38
27.200,1.65100E-4,614,0.38
27.250,1.65735E-4,616,0.38
27.300,1.65735E-4,617,0.38
27.350,1.66370E-4,619,0.25
27.400,1.66370E-4,621,0.13
27.450,1.66370E-4,622,0.00
27.500,1.66370E-4,622,0.13
27.550,1.66370E-4,622,0.25
27.600,1.67005E-4,623,0.25
27.650,1.67005E-4,622,0.13
27.700,1.67005E-4,623,0.00
27.750,1.67005E-4,623,0.13
27.800,1.67005E-4,624,0.25
27.850,1.67640E-4,626,0.25
27.900,1.67640E-4,626,0.25
27.950,1.67640E-4,627,0.25
28.000,1.68275E-4,629,0.25
28.050,1.68275E-4,628,0.13
28.100,1.68275E-4,629,0.00
28.150,1.68275E-4,629,0.00
28.200,1.68275E-4,630,0.00
28.250,1.68275E-4,630,0.13
28.300,1.68275E-4,631,0.25
28.350,1.68910E-4,631,0.25
28.400,1.68910E-4,632,0.13
28.450,1.68910E-4,633,0.13
28.500,1.68910E-4,633,0.25
28.550,1.69545E-4,635,0.25
28.600,1.69545E-4,635,0.13
28.650,1.69545E-4,637,0.13
28.700,1.69545E-4,636,0.25
28.750,1.70180E-4,638,0.25
28.800,1.70180E-4,638,0.13
28.850,1.70180E-4,638,0.00
28.900,1.70180E-4,639,0.00
28.950,1.70180E-4,639,0.13
29.000,1.70180E-4,640,0.25
29.050,1.70815E-4,641,0.25
29.100,1.70815E-4,641,0.13
29.150,1.70815E-4,642,0.00
29.200,1.70815E-4,642,0.13
29.250,1.70815E-4,642,0.25
29.300,1.71450E-4,643,0.25
29.350,1.71450E-4,644,0.13
29.400,1.71450E-4,645,0.00
29.450,1.71450E-4,646,0.13
29.500,1.71450E-4,646,0.25
29.550,1.72085E-4,646,0.25
29.600,1.72085E-4,647,0.13
29.650,1.72085E-4,647,0.00
29.700,1.72085E-4,647,0.00
29.750,1.72085E-4,648,0.00
29.800,1.72085E-4,647,0.00
29.850,1.72085E-4,648,0.00
29.900,1.72085E-4,648,0.00
29.950,1.72085E-4,647,0.00
30.000,1.72085E-4,648,0.00
30.050,1.72085E-4,648,0.00
30.100,1.72085E-4,648,0.13
30.150,1.72085E-4,648,0.25
30.200,1.72720E-4,650,0.25
30.250,1.72720E-4,651,0.13
30.300,1.72720E-4,651,0.13
30.350,1.72720E-4,651,0.25
30.400,1.73355E-4,652,0.25
30.450,1.73355E-4,654,0.25
30.500,1.73355E-4,655,0.25
30.550,1.73990E-4,656,0.25
30.600,1.73990E-4,657,0.13
30.650,1.73990E-4,657,0.00
30.700,1.73990E-4,657,0.00
30.750,1.73990E-4,658,0.00
30.800,1.73990E-4,658,0.00
30.850,1.73990E-4,658,0.13
30.900,1.73990E-4,658,0.25
30.950,1.74625E-4,659,0.25
31.000,1.74625E-4,659,0.13
31.050,1.74625E-4,660,0.13
31.100,1.74625E-4,660,0.25
31.150,1.75260E-4,661,0.25
31.200,1.75260E-4,661,0.13
31.250,1.75260E-4,663,0.13
31.300,1.75260E-4,664,0.25
31.350,1.75895E-4,665,0.25
31.400,1.75895E-4,666,0.13
31.450,1.75895E-4,667,0.00
31.500,1.75895E-4,667,0.13
31.550,1.75895E-4,667,0.25
31.600,1.76530E-4,667,0.25
31.650,1.76530E-4,668,0.13
31.700,1.76530E-4,669,0.00
31.750,1.76530E-4,669,0.00
31.800,1.76530E-4,670,0.13
31.850,1.76530E-4,671,0.25
31.900,1.77165E-4,671,0.25
31.950,1.77165E-4,671,0.13
32.000,1.77165E-4,672,0.00
32.050,1.77165E-4,672,0.00
32.100,1.77165E-4,672,0.13
32.150,1.77165E-4,673,0.25
32.200,1.77800E-4,674,0.25
32.250,1.77800E-4,675,0.13
32.300,1.77800E-4,675,0.13
32.350,1.77800E-4,676,0.25
32.400,1.78435E-4,677,0.25
32.450,1.78435E-4,677,0.25
32.500,1.78435E-4,679,0.25
32.550,1.79070E-4,680,0.25
32.600,1.79070E-4,681,0.25
32.650,1.79070E-4,682,0.25
32.700,1.79705E-4,683,0.25
32.750,1.79705E-4,683,0.13
32.800,1.79705E-4,684,0.00
32.850,1.79705E-4,684,0.00
32.900,1.79705E-4,685,0.00
32.950,1.79705E-4,684,0.00
33.000,1.79705E-4,685,0.00
33.050,1.79705E-4,685,0.13
33.100,1.79705E-4,686,0.25
33.150,1.80340E-4,685,0.25
33.200,1.80340E-4,686,0.13
33.250,1.80340E-4,687,0.13
33.300,1.80340E-4,687,0.25
33.350,1.80975E-4,688,0.25
33.400,1.80975E-4,689,0.13
33.450,1.80975E-4,689,0.13
33.500,1.80975E-4,690,0.25
33.550,1.81610E-4,691,0.25
33.600,1.81610E-4,692,0.13
33.650,1.81610E-4,693,0.25
33.700,1.81610E-4,694,2.29
33.750,1.82880E-4,543,4.83
33.800,1.91770E-4,-21,5.46
33.850,1.95580E-4,-21,3.43
33.900,1.96215E-4,-21,0.76
33.950,1.95580E-4,-20,-0.13
