"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
29.650,1.25095E-4,182,0.25
29.700,1.25730E-4,183,0.25
29.750,1.25730E-4,183,0.25
29.800,1.25730E-4,184,0.25
29.850,1.26365E-4,184,0.38
29.900,1.26365E-4,185,0.38
29.950,1.27000E-4,186,0.25
30.000,1.27000E-4,185,0.13
30.050,1.27000E-4,186,0.13
30.100,1.27000E-4,186,0.25
30.150,1.27635E-4,187,0.38
30.200,1.27635E-4,187,0.38
30.250,1.28270E-4,188,0.25
30.300,1.28270E-4,188,0.25
30.350,1.28270E-4,188,0.38
30.400,1.28905E-4,189,0.51
30.450,1.29540E-4,189,0.38
30.500,1.29540E-4,190,0.13
30.550,1.29540E-4,189,0.00
30.600,1.29540E-4,190,0.13
30.650,1.29540E-4,190,0.25
30.700,1.30175E-4,191,0.25
30.750,1.30175E-4,191,0.25
30.800,1.30175E-4,191,0.25
30.850,1.30810E-4,191,0.25
30.900,1.30810E-4,192,0.25
30.950,1.30810E-4,192,0.25
31.000,1.31445E-4,192,0.38
31.050,1.31445E-4,193,0.51
31.100,1.32080E-4,194,0.63
31.150,1.32715E-4,194,0.64
31.200,1.33350E-4,195,0.51
31.250,1.33350E-4,196,0.51
31.300,1.33985E-4,197,0.64
31.350,1.34620E-4,198,0.76
31.400,1.35255E-4,199,0.64
31.450,1.35890E-4,199,0.38
31.500,1.35890E-4,200,0.25
31.550,1.35890E-4,200,0.25
31.600,1.36525E-4,201,0.38
31.650,1.36525E-4,201,0.38
31.700,1.37160E-4,201,0.38
31.750,1.37160E-4,201,0.38
31.800,1.37795E-4,202,0.38
31.850,1.37795E-4,203,0.51
31.900,1.38430E-4,204,0.63
31.950,1.39065E-4,204,0.63
32.000,1.39700E-4,204,0.51
32.050,1.39700E-4,205,0.38
32.100,1.40335E-4,206,0.25
32.150,1.40335E-4,206,0.25
32.200,1.40335E-4,206,0.25
32.250,1.40970E-4,207,0.25
32.300,1.40970E-4,208,0.25
32.350,1.40970E-4,207,0.25
32.400,1.41605E-4,208,0.38
32.450,1.41605E-4,209,0.38
32.500,1.42240E-4,209,0.25
32.550,1.42240E-4,209,0.25
32.600,1.42240E-4,209,0.25
32.650,1.42875E-4,209,0.38
32.700,1.42875E-4,209,0.38
32.750,1.43510E-4,211,0.38
32.800,1.43510E-4,211,0.38
32.850,1.44145E-4,211,0.25
32.900,1.44145E-4,213,0.25
32.950,1.44145E-4,212,0.25
33.000,1.44780E-4,212,0.25
33.050,1.44780E-4,212,0.25
33.100,1.44780E-4,213,0.25
33.150,1.45415E-4,213,0.25
33.200,1.45415E-4,214,0.13
33.250,1.45415E-4,213,0.13
33.300,1.45415E-4,214,0.25
33.350,1.46050E-4,214,0.38
33.400,1.46050E-4,215,0.38
33.450,1.46685E-4,215,0.38
33.500,1.46685E-4,216,0.38
33.550,1.47320E-4,216,0.38
33.600,1.47320E-4,216,0.38
33.650,1.47955E-4,216,0.25
33.700,1.47955E-4,217,0.25
33.750,1.47955E-4,218,0.25
33.800,1.48590E-4,218,0.25
33.850,1.48590E-4,219,0.25
